h_ff_val	real_val	problemName	count
31	30	pfile16	271
31	31	pfile16	188
33	40	pfile16	4
35	45	pfile16	1
35	30	pfile16	52
34	30	pfile16	134
35	29	pfile16	35
34	29	pfile16	49
33	29	pfile16	122
32	29	pfile16	302
31	32	pfile16	103
31	28	pfile16	369
31	29	pfile16	364
31	33	pfile16	56
31	34	pfile16	24
30	28	pfile16	566
30	29	pfile16	351
30	27	pfile16	559
30	30	pfile16	288
30	32	pfile16	95
30	34	pfile16	9
29	28	pfile16	620
29	32	pfile16	51
29	29	pfile16	398
29	30	pfile16	195
34	28	pfile16	14
32	28	pfile16	241
30	31	pfile16	149
31	27	pfile16	381
32	27	pfile16	1
29	26	pfile16	953
29	27	pfile16	933
30	26	pfile16	577
31	26	pfile16	2
28	25	pfile16	1430
28	28	pfile16	572
28	27	pfile16	1074
27	25	pfile16	1940
27	26	pfile16	1538
28	26	pfile16	1414
29	31	pfile16	105
30	25	pfile16	3
31	35	pfile16	9
30	33	pfile16	47
29	25	pfile16	786
28	24	pfile16	859
27	24	pfile16	1916
27	23	pfile16	785
26	23	pfile16	2388
26	27	pfile16	693
26	24	pfile16	2681
29	24	pfile16	2
26	22	pfile16	707
26	25	pfile16	2276
25	22	pfile16	2698
25	23	pfile16	3591
27	29	pfile16	230
28	23	pfile16	1
25	21	pfile16	501
25	24	pfile16	3442
24	21	pfile16	2704
24	22	pfile16	4366
27	27	pfile16	828
26	26	pfile16	1243
27	22	pfile16	1
24	23	pfile16	4828
24	24	pfile16	2920
28	30	pfile16	171
23	20	pfile16	2674
23	22	pfile16	6507
23	23	pfile16	4266
23	21	pfile16	5435
22	22	pfile16	5384
25	26	pfile16	973
22	23	pfile16	2599
25	25	pfile16	1858
25	27	pfile16	543
24	25	pfile16	1578
22	19	pfile16	2574
22	21	pfile16	7784
22	20	pfile16	6100
20	19	pfile16	9386
20	20	pfile16	8571
24	20	pfile16	368
21	18	pfile16	2069
21	20	pfile16	8621
21	21	pfile16	7226
21	19	pfile16	6144
19	18	pfile16	9194
19	19	pfile16	10053
21	22	pfile16	3031
23	24	pfile16	2178
20	21	pfile16	3530
23	19	pfile16	186
20	17	pfile16	1772
20	18	pfile16	6075
18	17	pfile16	8608
18	18	pfile16	11721
18	19	pfile16	4806
18	20	pfile16	2196
19	20	pfile16	3961
17	16	pfile16	7510
17	18	pfile16	5792
17	19	pfile16	2309
17	17	pfile16	13883
20	22	pfile16	1969
19	17	pfile16	5427
16	15	pfile16	5719
16	18	pfile16	2276
16	16	pfile16	16187
18	16	pfile16	4471
16	17	pfile16	6893
19	21	pfile16	2227
15	14	pfile16	3783
15	17	pfile16	1865
15	15	pfile16	17771
14	14	pfile16	18195
15	16	pfile16	7098
17	15	pfile16	3612
14	13	pfile16	2325
14	16	pfile16	1370
13	13	pfile16	18098
14	15	pfile16	6783
16	14	pfile16	2930
13	12	pfile16	1200
13	15	pfile16	984
12	12	pfile16	16248
13	14	pfile16	5825
15	13	pfile16	1852
12	14	pfile16	631
11	11	pfile16	12776
12	13	pfile16	4093
14	12	pfile16	1118
12	11	pfile16	437
10	10	pfile16	8520
11	12	pfile16	2586
10	12	pfile16	201
11	13	pfile16	358
9	9	pfile16	5533
8	8	pfile16	2527
7	7	pfile16	858
10	11	pfile16	1216
9	11	pfile16	95
6	6	pfile16	276
9	10	pfile16	465
8	10	pfile16	42
5	5	pfile16	165
8	9	pfile16	95
7	9	pfile16	9
4	4	pfile16	154
7	8	pfile16	28
6	8	pfile16	2
3	3	pfile16	179
6	7	pfile16	49
5	7	pfile16	4
2	2	pfile16	112
5	6	pfile16	61
4	6	pfile16	5
1	1	pfile16	89
0	0	pfile16	3
28	29	pfile16	304
27	28	pfile16	443
24	26	pfile16	767
23	25	pfile16	991
22	24	pfile16	1327
13	16	pfile16	153
12	15	pfile16	143
11	14	pfile16	56
10	13	pfile16	38
11	10	pfile16	140
9	12	pfile16	4
10	9	pfile16	14
9	8	pfile16	3
7	10	pfile16	1
8	7	pfile16	2
7	6	pfile16	2
4	5	pfile16	1
32	39	pfile16	1
31	39	pfile16	1
31	36	pfile16	1
31	37	pfile16	1
30	35	pfile16	5
28	33	pfile16	5
30	37	pfile16	2
29	33	pfile16	11
30	36	pfile16	1
28	32	pfile16	26
27	33	pfile16	1
29	34	pfile16	6
27	31	pfile16	19
28	31	pfile16	50
26	28	pfile16	364
26	29	pfile16	131
29	35	pfile16	1
27	30	pfile16	104
26	30	pfile16	34
25	28	pfile16	177
25	29	pfile16	35
23	26	pfile16	225
24	27	pfile16	211
21	24	pfile16	297
24	29	pfile16	8
20	23	pfile16	334
23	27	pfile16	51
21	23	pfile16	1655
20	24	pfile16	39
22	25	pfile16	266
19	22	pfile16	414
22	26	pfile16	50
27	32	pfile16	8
26	32	pfile16	2
19	16	pfile16	1387
18	15	pfile16	1235
18	22	pfile16	50
18	21	pfile16	432
17	20	pfile16	357
16	19	pfile16	305
15	18	pfile16	271
14	17	pfile16	257
19	23	pfile16	51
17	21	pfile16	22
13	11	pfile16	540
12	10	pfile16	171
11	9	pfile16	55
21	25	pfile16	57
24	28	pfile16	57
16	20	pfile16	17
25	30	pfile16	10
25	31	pfile16	1
23	28	pfile16	11
26	31	pfile16	10
14	18	pfile16	12
15	19	pfile16	12
33	28	pfile16	5
25	32	pfile16	2
22	18	pfile16	51
17	14	pfile16	722
16	13	pfile16	288
24	30	pfile16	1
23	29	pfile16	5
20	25	pfile16	5
22	27	pfile16	8
15	12	pfile16	151
18	23	pfile16	7
21	17	pfile16	18
20	16	pfile16	4
21	29	pfile16	1
14	11	pfile16	93
13	10	pfile16	35
23	30	pfile16	2
13	17	pfile16	5
18	24	pfile16	1
19	24	pfile16	4
16	22	pfile16	1
17	22	pfile16	5
26	33	pfile16	1
21	27	pfile16	1
19	28	pfile16	1
10	8	pfile16	3
16	21	pfile16	1
12	9	pfile16	2
22	28	pfile16	1
21	26	pfile16	2
12	16	pfile16	2
19	25	pfile16	1
11	15	pfile16	2
10	14	pfile16	2
60	66	pfile17	5256
60	64	pfile17	3779
60	68	pfile17	5094
60	67	pfile17	5386
61	69	pfile17	7267
60	63	pfile17	2788
63	69	pfile17	6531
62	72	pfile17	7110
63	66	pfile17	2812
62	68	pfile17	7060
62	69	pfile17	8025
62	70	pfile17	8268
62	66	pfile17	4487
61	70	pfile17	6576
62	67	pfile17	5834
61	65	pfile17	4547
62	74	pfile17	4874
60	72	pfile17	2257
61	72	pfile17	4783
61	60	pfile17	269
63	67	pfile17	4028
62	71	pfile17	8043
61	73	pfile17	3536
62	65	pfile17	3192
62	75	pfile17	3578
63	68	pfile17	5349
61	71	pfile17	5668
63	72	pfile17	8040
63	70	pfile17	7526
61	67	pfile17	6513
62	76	pfile17	2631
63	64	pfile17	972
63	71	pfile17	7919
62	63	pfile17	1160
62	64	pfile17	2095
62	73	pfile17	6155
59	66	pfile17	3869
61	64	pfile17	3386
62	62	pfile17	572
61	68	pfile17	7095
63	73	pfile17	7350
59	74	pfile17	301
61	66	pfile17	5750
64	68	pfile17	2844
64	72	pfile17	6103
63	63	pfile17	547
63	74	pfile17	6448
61	78	pfile17	451
63	76	pfile17	3662
64	71	pfile17	5594
61	74	pfile17	2649
63	75	pfile17	5153
62	77	pfile17	1573
63	77	pfile17	2632
61	76	pfile17	1181
60	65	pfile17	4622
60	70	pfile17	3802
65	68	pfile17	1034
64	69	pfile17	3773
64	79	pfile17	1200
64	70	pfile17	4819
65	73	pfile17	3086
64	78	pfile17	1889
64	73	pfile17	5969
64	74	pfile17	5451
63	65	pfile17	1781
64	76	pfile17	3681
64	75	pfile17	4720
59	70	pfile17	1775
60	77	pfile17	242
60	69	pfile17	4574
65	67	pfile17	607
64	67	pfile17	1914
65	71	pfile17	2470
64	77	pfile17	2717
63	62	pfile17	225
64	64	pfile17	402
59	69	pfile17	2405
60	62	pfile17	1857
59	65	pfile17	3961
61	75	pfile17	1830
65	72	pfile17	2847
65	70	pfile17	1998
60	61	pfile17	1028
61	63	pfile17	2060
59	68	pfile17	2903
64	63	pfile17	179
60	71	pfile17	2896
65	69	pfile17	1487
64	65	pfile17	741
63	78	pfile17	1741
64	80	pfile17	636
66	77	pfile17	709
65	75	pfile17	2748
63	79	pfile17	1016
66	76	pfile17	817
65	78	pfile17	1222
65	76	pfile17	2223
65	74	pfile17	3126
62	79	pfile17	549
65	66	pfile17	351
63	81	pfile17	278
65	77	pfile17	1699
60	74	pfile17	1072
62	78	pfile17	1031
64	66	pfile17	1232
65	65	pfile17	166
66	69	pfile17	391
65	79	pfile17	763
61	77	pfile17	797
66	68	pfile17	248
66	70	pfile17	562
66	72	pfile17	909
65	63	pfile17	29
58	74	pfile17	70
59	79	pfile17	18
61	79	pfile17	223
59	75	pfile17	215
59	76	pfile17	117
58	68	pfile17	1424
60	73	pfile17	1582
66	73	pfile17	1098
61	81	pfile17	58
66	79	pfile17	309
61	61	pfile17	615
63	61	pfile17	95
66	71	pfile17	769
66	67	pfile17	140
67	76	pfile17	157
67	74	pfile17	193
67	72	pfile17	162
66	75	pfile17	954
66	78	pfile17	464
66	74	pfile17	1073
65	80	pfile17	446
67	69	pfile17	66
67	78	pfile17	98
67	68	pfile17	42
67	73	pfile17	180
67	75	pfile17	156
66	66	pfile17	56
67	71	pfile17	136
64	81	pfile17	327
62	61	pfile17	281
65	64	pfile17	72
61	62	pfile17	1277
60	76	pfile17	429
65	81	pfile17	248
60	75	pfile17	672
59	67	pfile17	3646
59	72	pfile17	816
67	67	pfile17	23
67	70	pfile17	88
66	65	pfile17	37
68	70	pfile17	7
68	69	pfile17	5
62	80	pfile17	293
60	80	pfile17	40
67	77	pfile17	128
66	81	pfile17	123
67	79	pfile17	76
59	64	pfile17	3761
59	63	pfile17	3042
59	71	pfile17	1248
58	66	pfile17	2436
58	65	pfile17	2812
58	72	pfile17	262
61	80	pfile17	139
61	82	pfile17	22
63	80	pfile17	565
64	82	pfile17	146
64	83	pfile17	70
59	77	pfile17	66
61	84	pfile17	5
59	73	pfile17	552
59	78	pfile17	40
58	77	pfile17	20
66	64	pfile17	8
63	83	pfile17	38
62	81	pfile17	136
63	82	pfile17	108
66	80	pfile17	212
62	82	pfile17	64
65	82	pfile17	128
60	78	pfile17	165
59	62	pfile17	2451
58	79	pfile17	1
58	75	pfile17	47
66	83	pfile17	27
58	71	pfile17	452
58	63	pfile17	2900
58	62	pfile17	2587
57	65	pfile17	1831
57	66	pfile17	1358
57	63	pfile17	2508
58	69	pfile17	969
57	68	pfile17	565
58	67	pfile17	1966
58	64	pfile17	2895
59	60	pfile17	993
60	60	pfile17	586
64	62	pfile17	60
67	82	pfile17	8
66	82	pfile17	54
58	70	pfile17	673
58	73	pfile17	153
59	80	pfile17	11
68	76	pfile17	11
67	81	pfile17	12
68	75	pfile17	17
60	81	pfile17	16
57	72	pfile17	56
57	73	pfile17	42
66	84	pfile17	8
64	85	pfile17	9
65	83	pfile17	47
63	84	pfile17	20
60	79	pfile17	77
57	67	pfile17	974
57	64	pfile17	2150
57	70	pfile17	213
57	69	pfile17	371
64	84	pfile17	23
60	59	pfile17	252
68	74	pfile17	14
57	62	pfile17	2725
68	78	pfile17	7
68	81	pfile17	3
68	71	pfile17	17
65	84	pfile17	14
68	73	pfile17	14
68	72	pfile17	10
61	83	pfile17	9
59	59	pfile17	578
67	66	pfile17	8
59	81	pfile17	4
58	78	pfile17	11
64	61	pfile17	15
60	82	pfile17	6
65	62	pfile17	13
67	80	pfile17	44
67	83	pfile17	10
67	85	pfile17	1
58	80	pfile17	2
58	76	pfile17	26
62	84	pfile17	4
68	80	pfile17	5
62	83	pfile17	18
57	71	pfile17	103
59	61	pfile17	1665
58	61	pfile17	2161
63	85	pfile17	4
64	87	pfile17	1
62	60	pfile17	97
58	82	pfile17	1
62	85	pfile17	2
62	87	pfile17	1
57	76	pfile17	3
60	83	pfile17	2
58	81	pfile17	1
59	58	pfile17	263
61	59	pfile17	90
68	77	pfile17	4
67	65	pfile17	4
60	84	pfile17	1
58	60	pfile17	1622
56	69	pfile17	115
56	63	pfile17	2057
68	67	pfile17	1
68	68	pfile17	2
58	59	pfile17	1071
56	67	pfile17	401
57	61	pfile17	2624
56	64	pfile17	1483
67	84	pfile17	4
57	75	pfile17	7
65	85	pfile17	1
57	78	pfile17	1
57	77	pfile17	1
68	66	pfile17	1
68	83	pfile17	1
68	79	pfile17	2
69	71	pfile17	1
56	65	pfile17	1068
56	75	pfile17	6
56	71	pfile17	39
65	87	pfile17	1
66	85	pfile17	2
60	58	pfile17	97
62	59	pfile17	33
60	57	pfile17	36
58	58	pfile17	651
63	60	pfile17	21
56	66	pfile17	695
56	62	pfile17	2431
57	60	pfile17	2346
56	61	pfile17	2666
57	58	pfile17	1303
56	60	pfile17	2801
57	57	pfile17	906
57	59	pfile17	1856
57	56	pfile17	553
54	62	pfile17	1260
54	63	pfile17	720
56	68	pfile17	203
56	59	pfile17	2613
59	56	pfile17	75
61	58	pfile17	24
62	58	pfile17	5
63	59	pfile17	9
55	63	pfile17	1303
55	65	pfile17	516
55	62	pfile17	1898
55	60	pfile17	2768
56	58	pfile17	2167
56	70	pfile17	59
56	72	pfile17	18
59	57	pfile17	135
55	67	pfile17	163
54	67	pfile17	41
55	61	pfile17	2408
55	64	pfile17	805
57	74	pfile17	13
55	69	pfile17	33
55	68	pfile17	62
65	61	pfile17	1
66	63	pfile17	3
56	57	pfile17	1650
55	66	pfile17	296
64	60	pfile17	5
55	59	pfile17	2943
55	71	pfile17	11
58	57	pfile17	371
56	73	pfile17	8
55	57	pfile17	2518
56	56	pfile17	1203
56	55	pfile17	778
57	55	pfile17	331
53	65	pfile17	101
54	61	pfile17	1739
58	55	pfile17	98
58	56	pfile17	211
57	54	pfile17	164
59	55	pfile17	21
59	54	pfile17	5
54	65	pfile17	232
54	70	pfile17	1
54	64	pfile17	427
55	56	pfile17	2070
54	58	pfile17	3164
59	83	pfile17	1
55	58	pfile17	2888
54	57	pfile17	3203
54	60	pfile17	2271
66	62	pfile17	1
55	73	pfile17	4
56	74	pfile17	2
54	66	pfile17	127
64	59	pfile17	1
61	57	pfile17	6
55	70	pfile17	16
54	69	pfile17	12
53	62	pfile17	680
54	68	pfile17	23
53	63	pfile17	387
54	59	pfile17	2738
60	55	pfile17	5
55	55	pfile17	1468
54	56	pfile17	2914
53	57	pfile17	3036
55	53	pfile17	581
54	54	pfile17	1868
53	61	pfile17	1114
53	60	pfile17	1581
54	55	pfile17	2457
53	58	pfile17	2770
53	59	pfile17	2229
53	54	pfile17	2580
55	54	pfile17	1014
53	56	pfile17	3213
53	55	pfile17	2970
52	57	pfile17	2318
52	59	pfile17	1319
52	61	pfile17	563
51	61	pfile17	189
51	63	pfile17	42
51	59	pfile17	661
51	55	pfile17	2051
51	65	pfile17	6
51	58	pfile17	967
52	56	pfile17	2769
56	53	pfile17	233
53	53	pfile17	2042
52	55	pfile17	2818
54	53	pfile17	1322
52	58	pfile17	1827
53	51	pfile17	919
52	54	pfile17	2631
52	53	pfile17	2351
51	53	pfile17	2081
53	66	pfile17	37
53	64	pfile17	208
52	64	pfile17	76
52	66	pfile17	17
52	60	pfile17	915
60	56	pfile17	16
56	54	pfile17	430
54	52	pfile17	765
52	50	pfile17	896
52	52	pfile17	1896
51	60	pfile17	392
53	52	pfile17	1444
50	59	pfile17	287
50	57	pfile17	702
50	58	pfile17	440
50	55	pfile17	1226
50	53	pfile17	1524
50	61	pfile17	88
51	57	pfile17	1354
50	50	pfile17	1035
52	51	pfile17	1320
49	49	pfile17	692
49	53	pfile17	902
49	55	pfile17	608
49	59	pfile17	98
49	56	pfile17	437
50	54	pfile17	1412
51	54	pfile17	2210
50	52	pfile17	1494
51	52	pfile17	1864
51	56	pfile17	1807
51	51	pfile17	1530
50	51	pfile17	1264
50	60	pfile17	165
50	56	pfile17	998
49	57	pfile17	284
49	58	pfile17	174
48	56	pfile17	184
48	58	pfile17	67
48	52	pfile17	561
48	54	pfile17	385
52	62	pfile17	300
55	52	pfile17	327
55	51	pfile17	134
53	50	pfile17	522
54	51	pfile17	462
53	67	pfile17	22
52	63	pfile17	167
51	50	pfile17	1081
49	52	pfile17	1002
57	53	pfile17	66
57	52	pfile17	31
56	52	pfile17	113
51	62	pfile17	128
53	49	pfile17	273
58	54	pfile17	38
53	70	pfile17	1
52	65	pfile17	27
53	69	pfile17	3
48	48	pfile17	458
48	50	pfile17	596
48	60	pfile17	18
49	51	pfile17	1031
49	54	pfile17	787
49	48	pfile17	519
49	61	pfile17	16
49	50	pfile17	851
48	57	pfile17	96
48	53	pfile17	497
47	55	pfile17	98
47	53	pfile17	217
47	57	pfile17	48
47	51	pfile17	305
51	49	pfile17	746
51	64	pfile17	24
50	62	pfile17	40
56	51	pfile17	24
54	49	pfile17	99
55	50	pfile17	40
53	48	pfile17	103
54	50	pfile17	208
54	48	pfile17	22
53	47	pfile17	23
52	49	pfile17	470
52	48	pfile17	330
52	46	pfile17	44
51	48	pfile17	461
50	47	pfile17	346
52	47	pfile17	143
50	49	pfile17	738
51	46	pfile17	103
50	45	pfile17	62
51	47	pfile17	295
48	45	pfile17	156
48	49	pfile17	565
49	47	pfile17	376
50	46	pfile17	202
50	48	pfile17	548
49	44	pfile17	36
51	45	pfile17	30
49	46	pfile17	252
47	50	pfile17	389
47	48	pfile17	360
48	46	pfile17	226
47	45	pfile17	166
47	49	pfile17	373
48	51	pfile17	606
48	55	pfile17	252
48	59	pfile17	23
47	52	pfile17	304
47	58	pfile17	21
49	60	pfile17	54
48	47	pfile17	400
49	45	pfile17	85
47	46	pfile17	249
55	49	pfile17	4
53	71	pfile17	1
46	60	pfile17	3
48	62	pfile17	5
46	56	pfile17	20
46	53	pfile17	90
49	62	pfile17	12
47	56	pfile17	53
47	54	pfile17	134
45	56	pfile17	10
45	54	pfile17	18
46	50	pfile17	244
46	49	pfile17	296
45	49	pfile17	177
45	55	pfile17	9
45	51	pfile17	72
45	52	pfile17	66
46	51	pfile17	193
46	55	pfile17	29
43	53	pfile17	5
46	57	pfile17	11
45	50	pfile17	122
46	54	pfile17	56
43	54	pfile17	1
46	58	pfile17	4
58	52	pfile17	2
59	53	pfile17	2
58	53	pfile17	16
54	47	pfile17	2
52	45	pfile17	11
53	46	pfile17	5
52	44	pfile17	1
47	44	pfile17	81
50	44	pfile17	6
46	48	pfile17	307
44	54	pfile17	7
47	61	pfile17	5
46	52	pfile17	143
44	56	pfile17	1
47	60	pfile17	3
47	47	pfile17	310
48	61	pfile17	6
45	53	pfile17	25
45	48	pfile17	246
45	60	pfile17	2
46	44	pfile17	127
46	47	pfile17	271
44	50	pfile17	82
44	49	pfile17	97
44	51	pfile17	31
46	46	pfile17	269
45	45	pfile17	276
45	47	pfile17	244
44	47	pfile17	208
43	49	pfile17	48
42	47	pfile17	61
44	52	pfile17	24
46	45	pfile17	226
43	48	pfile17	74
42	46	pfile17	159
45	46	pfile17	246
44	48	pfile17	184
42	52	pfile17	3
44	53	pfile17	6
45	44	pfile17	199
48	44	pfile17	51
44	45	pfile17	252
47	43	pfile17	26
45	43	pfile17	95
46	43	pfile17	74
50	63	pfile17	13
49	63	pfile17	3
48	43	pfile17	21
44	42	pfile17	113
44	44	pfile17	258
44	46	pfile17	233
45	57	pfile17	1
58	50	pfile17	1
57	51	pfile17	4
52	67	pfile17	3
50	65	pfile17	4
51	67	pfile17	2
51	44	pfile17	3
50	43	pfile17	2
49	43	pfile17	9
55	72	pfile17	1
47	59	pfile17	13
44	57	pfile17	1
43	45	pfile17	232
43	51	pfile17	10
43	50	pfile17	28
43	52	pfile17	4
54	71	pfile17	2
48	64	pfile17	1
53	68	pfile17	3
56	50	pfile17	4
41	51	pfile17	2
43	47	pfile17	151
41	50	pfile17	2
41	52	pfile17	1
42	49	pfile17	15
44	55	pfile17	3
42	48	pfile17	34
54	72	pfile17	1
56	49	pfile17	1
46	59	pfile17	1
51	66	pfile17	1
44	43	pfile17	242
60	54	pfile17	1
61	55	pfile17	1
61	56	pfile17	1
52	68	pfile17	1
43	42	pfile17	251
43	44	pfile17	291
43	46	pfile17	179
47	42	pfile17	15
48	42	pfile17	14
50	64	pfile17	1
42	43	pfile17	319
43	43	pfile17	278
41	42	pfile17	318
41	43	pfile17	313
42	41	pfile17	281
42	45	pfile17	200
42	42	pfile17	327
42	44	pfile17	301
43	41	pfile17	127
40	41	pfile17	349
40	44	pfile17	168
41	40	pfile17	285
41	41	pfile17	343
40	42	pfile17	365
40	40	pfile17	333
41	46	pfile17	100
40	45	pfile17	84
39	45	pfile17	60
40	43	pfile17	242
40	49	pfile17	4
41	48	pfile17	23
41	47	pfile17	51
41	44	pfile17	229
39	40	pfile17	405
42	40	pfile17	139
39	41	pfile17	483
41	45	pfile17	176
41	39	pfile17	132
40	47	pfile17	27
40	46	pfile17	49
39	44	pfile17	100
39	39	pfile17	459
40	38	pfile17	140
38	46	pfile17	13
39	42	pfile17	229
38	43	pfile17	104
38	40	pfile17	446
41	38	pfile17	81
38	44	pfile17	53
38	39	pfile17	552
38	41	pfile17	286
37	40	pfile17	293
37	41	pfile17	186
37	43	pfile17	39
37	46	pfile17	5
38	42	pfile17	155
37	44	pfile17	24
38	47	pfile17	4
37	42	pfile17	112
38	48	pfile17	5
37	45	pfile17	9
39	46	pfile17	34
37	38	pfile17	660
37	39	pfile17	419
39	43	pfile17	207
36	40	pfile17	197
36	38	pfile17	456
36	44	pfile17	7
36	39	pfile17	294
36	45	pfile17	2
38	38	pfile17	509
36	47	pfile17	1
36	41	pfile17	101
37	47	pfile17	2
37	48	pfile17	1
36	43	pfile17	9
38	45	pfile17	22
36	37	pfile17	667
37	37	pfile17	566
35	37	pfile17	652
35	36	pfile17	928
35	40	pfile17	80
35	38	pfile17	380
35	39	pfile17	193
36	42	pfile17	46
36	36	pfile17	663
34	35	pfile17	1269
34	36	pfile17	799
34	37	pfile17	490
35	35	pfile17	894
33	35	pfile17	1155
33	34	pfile17	1855
33	36	pfile17	650
34	38	pfile17	257
34	34	pfile17	1369
34	39	pfile17	96
34	40	pfile17	34
32	33	pfile17	2542
32	34	pfile17	1450
33	37	pfile17	264
33	33	pfile17	1953
33	38	pfile17	98
32	35	pfile17	841
32	32	pfile17	2687
31	33	pfile17	2010
31	34	pfile17	1013
31	35	pfile17	396
33	32	pfile17	1221
31	31	pfile17	3400
30	33	pfile17	1310
32	31	pfile17	1552
32	36	pfile17	354
30	34	pfile17	439
30	30	pfile17	4271
31	32	pfile17	3008
29	32	pfile17	1574
31	30	pfile17	1733
29	33	pfile17	523
31	36	pfile17	138
32	37	pfile17	125
30	32	pfile17	2609
32	30	pfile17	429
31	29	pfile17	427
33	31	pfile17	360
34	33	pfile17	964
30	31	pfile17	3914
30	29	pfile17	1752
29	31	pfile17	3401
29	28	pfile17	1999
29	29	pfile17	4548
28	31	pfile17	1687
28	32	pfile17	531
29	30	pfile17	5080
30	28	pfile17	412
28	27	pfile17	2263
28	28	pfile17	4915
27	29	pfile17	4321
29	34	pfile17	196
27	31	pfile17	474
28	29	pfile17	5490
29	27	pfile17	338
28	30	pfile17	3973
28	26	pfile17	314
27	28	pfile17	6260
27	27	pfile17	5096
27	25	pfile17	185
27	26	pfile17	2262
26	27	pfile17	6735
26	28	pfile17	4330
26	24	pfile17	120
26	26	pfile17	5215
26	25	pfile17	2364
25	26	pfile17	6176
27	30	pfile17	1669
25	29	pfile17	310
25	23	pfile17	76
25	25	pfile17	4843
25	27	pfile17	4248
25	24	pfile17	2344
26	23	pfile17	21
24	23	pfile17	2237
24	24	pfile17	4372
24	22	pfile17	36
24	26	pfile17	3716
25	22	pfile17	11
23	22	pfile17	2078
23	23	pfile17	3935
24	21	pfile17	7
24	25	pfile17	5700
23	24	pfile17	5004
22	21	pfile17	1832
24	27	pfile17	1197
24	28	pfile17	294
23	25	pfile17	2817
21	20	pfile17	1488
22	22	pfile17	3200
22	23	pfile17	4149
20	19	pfile17	1114
21	21	pfile17	2667
21	23	pfile17	1597
21	22	pfile17	2910
21	24	pfile17	697
22	24	pfile17	2330
19	18	pfile17	838
19	20	pfile17	1642
20	20	pfile17	1855
19	19	pfile17	1452
19	21	pfile17	835
20	21	pfile17	2308
18	17	pfile17	452
20	22	pfile17	1076
19	22	pfile17	304
17	16	pfile17	292
18	18	pfile17	927
18	20	pfile17	559
18	19	pfile17	949
18	21	pfile17	210
17	17	pfile17	494
16	15	pfile17	162
17	19	pfile17	296
17	18	pfile17	564
17	20	pfile17	113
16	16	pfile17	383
15	16	pfile17	211
15	14	pfile17	90
16	17	pfile17	357
15	15	pfile17	239
15	17	pfile17	113
14	13	pfile17	53
14	15	pfile17	96
14	14	pfile17	163
14	16	pfile17	63
16	18	pfile17	196
16	20	pfile17	6
13	12	pfile17	66
12	11	pfile17	48
13	13	pfile17	111
11	11	pfile17	115
13	14	pfile17	65
11	10	pfile17	27
12	12	pfile17	91
10	10	pfile17	100
13	16	pfile17	15
13	15	pfile17	50
12	13	pfile17	26
9	9	pfile17	38
11	13	pfile17	25
10	11	pfile17	36
10	13	pfile17	16
11	14	pfile17	24
10	12	pfile17	32
10	14	pfile17	4
10	9	pfile17	12
11	12	pfile17	44
8	8	pfile17	43
9	10	pfile17	36
9	12	pfile17	4
9	11	pfile17	18
9	13	pfile17	2
9	8	pfile17	5
8	9	pfile17	43
7	7	pfile17	69
7	9	pfile17	43
8	10	pfile17	57
7	8	pfile17	34
7	10	pfile17	5
6	6	pfile17	64
8	7	pfile17	18
5	5	pfile17	71
7	6	pfile17	3
6	7	pfile17	33
6	9	pfile17	4
6	5	pfile17	3
5	6	pfile17	56
4	4	pfile17	58
4	6	pfile17	3
3	3	pfile17	64
2	2	pfile17	25
1	1	pfile17	12
0	0	pfile17	1
55	74	pfile17	1
45	42	pfile17	92
44	41	pfile17	88
45	41	pfile17	58
46	42	pfile17	37
44	40	pfile17	42
46	41	pfile17	11
46	40	pfile17	15
45	39	pfile17	12
47	41	pfile17	17
45	40	pfile17	9
48	41	pfile17	1
44	38	pfile17	7
44	39	pfile17	11
43	39	pfile17	78
43	40	pfile17	88
46	39	pfile17	1
42	39	pfile17	84
43	37	pfile17	2
43	38	pfile17	17
41	37	pfile17	32
42	38	pfile17	45
42	37	pfile17	16
45	38	pfile17	1
40	36	pfile17	30
40	39	pfile17	252
40	37	pfile17	45
39	35	pfile17	43
39	37	pfile17	189
38	34	pfile17	32
38	36	pfile17	208
38	35	pfile17	109
39	38	pfile17	375
39	36	pfile17	68
37	36	pfile17	364
39	34	pfile17	28
37	33	pfile17	52
37	35	pfile17	236
37	34	pfile17	84
40	35	pfile17	24
38	37	pfile17	349
36	32	pfile17	34
36	34	pfile17	264
36	33	pfile17	78
35	34	pfile17	759
35	32	pfile17	75
37	32	pfile17	9
35	31	pfile17	24
35	33	pfile17	307
34	31	pfile17	64
36	31	pfile17	8
33	30	pfile17	102
34	32	pfile17	304
35	30	pfile17	3
33	39	pfile17	24
33	29	pfile17	24
34	30	pfile17	26
35	29	pfile17	1
31	28	pfile17	72
33	28	pfile17	4
30	27	pfile17	76
29	26	pfile17	38
31	26	pfile17	4
30	35	pfile17	189
28	25	pfile17	44
30	25	pfile17	4
27	32	pfile17	97
27	24	pfile17	42
26	29	pfile17	1529
25	31	pfile17	8
28	24	pfile17	22
30	24	pfile17	1
29	24	pfile17	2
25	28	pfile17	1323
23	26	pfile17	1019
26	30	pfile17	368
23	27	pfile17	242
22	25	pfile17	855
23	29	pfile17	7
22	27	pfile17	19
24	29	pfile17	21
22	26	pfile17	147
23	28	pfile17	25
23	21	pfile17	29
25	21	pfile17	4
22	20	pfile17	26
24	20	pfile17	4
21	19	pfile17	31
23	19	pfile17	4
20	18	pfile17	16
